Day,DepAirport,ArrAirport,Carrier,DepTime,ArrTime,Price,Duration,DayAfter
2024-09-19,London,Frankfurt,SWISS,20:05,8:05,$209,11h 00m,True
2024-09-19,London,Frankfurt,"British Airways, Lufthansa",22:00,8:50,$245,9h 50m,True
2024-09-19,London,Frankfurt,Scandinavian Airlines,6:40,19:45,$255,12h 05m,False
2024-09-19,London,Frankfurt,Aegean Airlines,22:15,10:15,$277,11h 00m,True
2024-09-19,London,Frankfurt,Multiple airlines,12:20,22:45,$397,9h 25m,False
2024-09-19,London,Frankfurt,Scandinavian Airlines,7:05,19:45,$313,11h 40m,False
2024-09-19,London,Frankfurt,SWISS,14:25,20:00,$173,4h 35m,False
2024-09-19,London,Frankfurt,KLM,17:10,21:45,$203,3h 35m,False
2024-09-19,London,Frankfurt,Austrian Airlines,15:00,21:00,$181,5h 00m,False
2024-09-19,London,Frankfurt,Lufthansa,6:55,13:00,$170,5h 05m,False
2024-09-19,London,Frankfurt,Austrian Airlines,6:00,12:00,$181,5h 00m,False
2024-09-19,London,Frankfurt,SWISS,6:00,10:30,$245,3h 30m,False
2024-09-19,London,Frankfurt,"British Airways, Lufthansa",13:20,18:10,$213,3h 50m,False
2024-09-19,London,Frankfurt,Lufthansa,10:50,16:00,$214,4h 10m,False
2024-09-19,London,Frankfurt,Austrian Airlines,6:00,12:50,$147,5h 50m,False
2024-09-19,London,Frankfurt,SWISS,14:25,20:45,$173,5h 20m,False
2024-09-19,London,Frankfurt,KLM,11:45,18:40,$157,5h 55m,False
2024-09-19,London,Frankfurt,Lufthansa,9:00,15:00,$200,5h 00m,False
2024-09-19,London,Frankfurt,Brussels Airlines,7:45,14:15,$181,5h 30m,False
2024-09-19,London,Frankfurt,Austrian Airlines,9:05,16:30,$147,6h 25m,False
2024-09-19,London,Frankfurt,Lufthansa,13:45,20:00,$200,5h 15m,False
2024-09-19,London,Frankfurt,KLM,14:45,21:45,$176,6h 00m,False
2024-09-19,London,Frankfurt,Austrian Airlines,15:00,21:50,$181,5h 50m,False
2024-09-19,London,Frankfurt,Lufthansa,16:25,22:00,$232,4h 35m,False
2024-09-19,London,Frankfurt,SWISS,13:45,19:05,$245,4h 20m,False
2024-09-19,London,Frankfurt,KLM,6:30,13:35,$176,6h 05m,False
2024-09-19,London,Frankfurt,SWISS,13:45,20:10,$206,5h 25m,False
2024-09-19,London,Frankfurt,Aer Lingus,13:25,19:55,$198,5h 30m,False
2024-09-19,London,Frankfurt,"Aer Lingus, Lufthansa",14:20,20:35,$211,5h 15m,False
2024-09-19,London,Frankfurt,Air France,15:05,22:05,$202,6h 00m,False
2024-09-19,London,Frankfurt,Lufthansa,9:00,16:00,$201,6h 00m,False
2024-09-19,London,Frankfurt,Brussels Airlines,6:50,14:15,$181,6h 25m,False
2024-09-19,London,Frankfurt,"British Airways, Aer Lingus",13:15,19:55,$203,5h 40m,False
2024-09-19,London,Frankfurt,Lufthansa,13:45,21:00,$201,6h 15m,False
2024-09-19,London,Frankfurt,SWISS,8:40,13:55,$287,4h 15m,False
2024-09-19,London,Frankfurt,"Aer Lingus, Lufthansa",8:50,15:20,$211,5h 30m,False
2024-09-19,London,Frankfurt,"Eurowings, Lufthansa",14:35,19:35,$272,4h 00m,False
2024-09-19,London,Frankfurt,SWISS,13:45,21:00,$209,6h 15m,False
2024-09-19,London,Frankfurt,"Eurowings, Lufthansa",14:50,21:10,$219,5h 20m,False
2024-09-19,London,Frankfurt,Air France,11:30,17:50,$257,5h 20m,False
2024-09-19,London,Frankfurt,SWISS,12:05,19:05,$246,6h 00m,False
2024-09-19,London,Frankfurt,Lufthansa,10:50,18:00,$242,6h 10m,False
2024-09-19,London,Frankfurt,SWISS,8:40,15:40,$246,6h 00m,False
2024-09-19,London,Frankfurt,"Eurowings, Lufthansa",8:45,15:10,$266,5h 25m,False
2024-09-19,London,Frankfurt,LOT,10:15,16:15,$430,5h 00m,False
2024-09-19,London,Frankfurt,SWISS,7:00,13:55,$402,5h 55m,False
2024-09-19,London,Frankfurt,SWISS,7:00,13:55,$402,5h 55m,False
2024-09-19,London,Frankfurt,"Eurowings, Lufthansa",14:50,20:10,$501,4h 20m,False
2024-09-19,London,Frankfurt,Scandinavian Airlines,9:55,16:20,$554,5h 25m,False
2024-09-19,London,Frankfurt,"Austrian Airlines, Lufthansa",9:05,14:50,$566,4h 45m,False
2024-09-19,London,Frankfurt,Scandinavian Airlines,6:40,13:35,$554,5h 55m,False
2024-09-19,London,Frankfurt,"Austrian Airlines, Lufthansa",15:00,21:00,$566,5h 00m,False
2024-09-19,London,Frankfurt,"Austrian Airlines, Lufthansa",6:00,12:00,$566,5h 00m,False
2024-09-19,London,Frankfurt,"Austrian Airlines, Lufthansa",10:00,16:30,$566,5h 30m,False
2024-09-19,London,Frankfurt,"SWISS, Lufthansa",7:00,12:05,$630,4h 05m,False
2024-09-19,London,Frankfurt,"Austrian Airlines, Lufthansa",15:00,21:50,$566,5h 50m,False
2024-09-19,London,Frankfurt,"SWISS, Lufthansa",14:25,20:00,$630,4h 35m,False
2024-09-19,London,Frankfurt,"SWISS, Lufthansa",14:25,20:45,$630,5h 20m,False
2024-09-19,London,Frankfurt,"SWISS, Lufthansa",6:00,10:30,$760,3h 30m,False
2024-09-19,London,Frankfurt,"SWISS, Lufthansa",8:40,13:55,$830,4h 15m,False
2024-09-19,London,Frankfurt,"SWISS, Lufthansa",13:45,19:05,$830,4h 20m,False
2024-09-19,London,Frankfurt,"Brussels Airlines, Lufthansa",11:05,15:40,"$1,233",3h 35m,False
2024-09-19,London,Frankfurt,"Brussels Airlines, Lufthansa",7:45,12:20,"$1,233",3h 35m,False
2024-09-19,London,Frankfurt,"Brussels Airlines, Lufthansa",6:50,12:20,"$1,233",4h 30m,False
2024-09-19,London,Frankfurt,Lufthansa,12:10,19:30,"$1,211",6h 20m,False
2024-09-19,London,Frankfurt,"Brussels Airlines, Lufthansa",7:45,14:15,"$1,233",5h 30m,False
2024-11-19,London,Frankfurt,Lufthansa,11:10,17:05,$145,4h 55m,False
2024-11-19,London,Frankfurt,SWISS,6:00,12:15,$140,5h 15m,False
2024-11-19,London,Frankfurt,Brussels Airlines,6:50,12:30,$146,4h 40m,False
2024-11-19,London,Frankfurt,Lufthansa,13:50,20:05,$145,5h 15m,False
2024-11-19,London,Frankfurt,KLM,11:45,17:15,$157,4h 30m,False
2024-11-19,London,Frankfurt,Lufthansa,8:45,15:05,$145,5h 20m,False
2024-11-19,London,Frankfurt,"British Airways, Lufthansa",7:10,11:40,$210,3h 30m,False
2024-11-19,London,Frankfurt,SWISS,9:00,14:50,$159,4h 50m,False
2024-11-19,London,Frankfurt,SWISS,13:45,20:15,$140,5h 30m,False
2024-11-19,London,Frankfurt,SWISS,14:25,19:35,$200,4h 10m,False
2024-11-19,London,Frankfurt,SWISS,6:00,13:20,$105,6h 20m,False
2024-11-19,London,Frankfurt,KLM,15:45,22:25,$139,5h 40m,False
2024-11-19,London,Frankfurt,Lufthansa,6:35,13:05,$145,5h 30m,False
2024-11-19,London,Frankfurt,Austrian Airlines,9:05,14:50,$181,4h 45m,False
2024-11-19,London,Frankfurt,KLM,11:45,18:40,$139,5h 55m,False
2024-11-19,London,Frankfurt,SWISS,12:05,19:00,$140,5h 55m,False
2024-11-19,London,Frankfurt,Austrian Airlines,6:00,12:50,$147,5h 50m,False
2024-11-19,London,Frankfurt,Lufthansa,11:10,18:05,$145,5h 55m,False
2024-11-19,London,Frankfurt,SWISS,14:25,20:30,$184,5h 05m,False
2024-11-19,London,Frankfurt,Austrian Airlines,14:50,21:00,$181,5h 10m,False
2024-11-19,London,Frankfurt,"British Airways, Lufthansa",15:00,20:20,$200,4h 20m,False
2024-11-19,London,Frankfurt,SWISS,13:45,20:55,$140,6h 10m,False
2024-11-19,London,Frankfurt,Air France,15:00,22:05,$149,6h 05m,False
2024-11-19,London,Frankfurt,SWISS,7:00,13:20,$178,5h 20m,False
2024-11-19,London,Frankfurt,Air France,11:30,16:45,$236,4h 15m,False
2024-11-19,London,Frankfurt,Lufthansa,8:45,16:05,$145,6h 20m,False
2024-11-19,London,Frankfurt,Aer Lingus,12:10,19:10,$166,6h 00m,False
2024-11-19,London,Frankfurt,Brussels Airlines,6:50,14:15,$147,6h 25m,False
2024-11-19,London,Frankfurt,Lufthansa,7:40,15:05,$145,6h 25m,False
2024-11-19,London,Frankfurt,SWISS,8:50,15:45,$174,5h 55m,False
2024-11-19,London,Frankfurt,Austrian Airlines,14:50,21:45,$181,5h 55m,False
2024-11-19,London,Frankfurt,"British Airways, ITA Airways",12:35,18:55,$189,5h 20m,False
2024-11-19,London,Frankfurt,Air France,11:30,19:15,$149,6h 45m,False
2024-11-19,London,Frankfurt,"British Airways, ITA Airways",7:25,14:05,$180,5h 40m,False
2024-11-19,London,Frankfurt,SWISS,7:00,14:50,$150,6h 50m,False
2024-11-19,London,Frankfurt,Austrian Airlines,9:05,16:30,$181,6h 25m,False
2024-11-19,London,Frankfurt,"British Airways, Iberia",14:50,22:35,$172,6h 45m,False
2024-11-19,London,Frankfurt,Iberia,14:50,22:35,$173,6h 45m,False
2024-11-19,London,Frankfurt,"Eurowings, Lufthansa",12:15,19:30,$171,6h 15m,False
2024-11-19,London,Frankfurt,"Eurowings, Lufthansa",13:55,19:10,$265,4h 15m,False
2024-11-19,London,Frankfurt,Iberia,11:30,18:50,$221,6h 20m,False
2024-11-19,London,Frankfurt,"Eurowings, Lufthansa",8:45,15:10,$224,5h 25m,False
2024-11-19,London,Frankfurt,"Eurowings, Lufthansa",13:55,20:10,$259,5h 15m,False
2024-11-19,London,Frankfurt,Air France,9:00,16:45,$236,6h 45m,False
2024-11-19,London,Frankfurt,"Eurowings, Lufthansa",8:50,15:10,$259,5h 20m,False
2025-01-19,London,Frankfurt,British Airways,7:15,10:00,$54,1h 45m,False
2025-01-19,London,Frankfurt,British Airways,19:25,22:05,$57,1h 40m,False
2025-01-19,London,Frankfurt,Lufthansa,15:30,18:05,$69,1h 35m,False
2025-01-19,London,Frankfurt,Lufthansa,13:30,16:05,$69,1h 35m,False
2025-01-19,London,Frankfurt,Lufthansa,11:30,14:05,$69,1h 35m,False
2025-01-19,London,Frankfurt,Lufthansa,9:30,12:05,$69,1h 35m,False
2025-01-19,London,Frankfurt,Lufthansa,8:30,11:05,$69,1h 35m,False
2025-01-19,London,Frankfurt,Lufthansa,7:30,10:05,$69,1h 35m,False
2025-01-19,London,Frankfurt,Lufthansa,6:30,9:05,$69,1h 35m,False
2025-01-19,London,Frankfurt,British Airways,17:20,20:05,$83,1h 45m,False
2025-01-19,London,Frankfurt,British Airways,15:30,18:15,$85,1h 45m,False
2025-01-19,London,Frankfurt,Lufthansa,16:30,19:05,$84,1h 35m,False
2025-01-19,London,Frankfurt,Lufthansa,18:30,21:05,$150,1h 35m,False
2025-01-19,London,Frankfurt,Lufthansa,11:30,16:05,$131,3h 35m,False
2025-01-19,London,Frankfurt,KLM,6:30,11:05,$139,3h 35m,False
2025-01-19,London,Frankfurt,Lufthansa,13:50,19:05,$131,4h 15m,False
2025-01-19,London,Frankfurt,KLM,6:30,11:05,$139,3h 35m,False
2025-01-19,London,Frankfurt,SWISS,7:00,12:15,$151,4h 15m,False
2025-01-19,London,Frankfurt,Brussels Airlines,6:50,12:30,$140,4h 40m,False
2025-01-19,London,Frankfurt,KLM,17:50,22:25,$157,3h 35m,False
2025-01-19,London,Frankfurt,SWISS,6:00,12:15,$140,5h 15m,False
2025-01-19,London,Frankfurt,KLM,17:05,22:25,$157,4h 20m,False
2025-01-19,London,Frankfurt,SWISS,7:00,13:15,$216,5h 15m,False
2025-01-19,London,Frankfurt,KLM,11:45,17:55,$203,5h 10m,False
2025-01-19,London,Frankfurt,KLM,14:05,22:25,$157,7h 20m,False
2025-01-19,London,Frankfurt,SWISS,7:00,15:45,$216,7h 45m,False
2025-01-19,London,Frankfurt,KLM,8:40,17:55,$203,8h 15m,False
2025-01-19,London,Frankfurt,Aegean Airlines,22:15,10:25,$100,11h 10m,True
2025-01-19,London,Frankfurt,Lufthansa,20:15,8:05,$154,10h 50m,True
2025-01-19,London,Frankfurt,KLM,6:30,17:55,$203,10h 25m,False
2025-01-19,London,Frankfurt,Turkish Airlines,22:20,10:40,$303,11h 20m,True
2025-01-19,London,Frankfurt,Brussels Airlines,17:50,8:10,$286,13h 20m,True
2025-01-19,London,Frankfurt,Brussels Airlines,17:50,8:40,$274,13h 50m,True
2025-01-19,London,Frankfurt,Austrian Airlines,9:05,15:50,$631,5h 45m,False
2025-01-19,London,Frankfurt,Scandinavian Airlines,21:05,8:50,$542,10h 45m,True
2025-01-19,London,Frankfurt,"TAP AIR PORTUGAL, Air Europa",18:30,17:50,$213,22h 20m,True
2025-01-19,London,Frankfurt,"TAP AIR PORTUGAL, Air Europa",16:30,17:50,$213,24h 20m,True
2025-01-19,London,Frankfurt,"TAP AIR PORTUGAL, Air Europa",16:30,17:50,$217,24h 20m,True
2025-01-19,London,Frankfurt,Emirates,20:20,12:45,"$1,264",15h 25m,True
2025-01-19,London,Frankfurt,"Scandinavian Airlines, Lufthansa",10:35,18:15,"$1,748",6h 40m,False
2025-01-19,London,Frankfurt,"Scandinavian Airlines, Lufthansa",13:55,21:05,"$1,816",6h 10m,False
2025-01-19,London,Frankfurt,"Scandinavian Airlines, Lufthansa",9:55,16:00,"$2,463",5h 05m,False
2025-01-19,London,Frankfurt,American Airlines,9:25,8:50,"$2,643",22h 25m,True
2025-01-19,London,Frankfurt,American Airlines,8:20,8:50,"$2,643",23h 30m,True
2025-01-19,London,Frankfurt,United Airlines,13:35,9:10,"$5,841",18h 35m,True
2025-01-19,London,Frankfurt,Lufthansa,11:30,19:05,$163,6h 35m,False
2025-01-19,London,Frankfurt,"British Airways, Lufthansa",9:20,15:45,$194,5h 25m,False
2025-01-19,London,Frankfurt,SWISS,8:50,15:45,$190,5h 55m,False
2025-01-19,London,Frankfurt,SWISS,13:45,20:15,$209,5h 30m,False
2025-01-19,London,Frankfurt,SWISS,7:00,13:15,$216,5h 15m,False
2025-01-19,London,Frankfurt,Austrian Airlines,9:05,16:30,$181,6h 25m,False
2025-01-19,London,Frankfurt,Austrian Airlines,13:55,21:45,$181,6h 50m,False
2025-01-19,London,Frankfurt,SWISS,13:45,20:55,$209,6h 10m,False
2025-01-19,London,Frankfurt,"British Airways, Lufthansa",8:45,15:40,$195,5h 55m,False
2025-01-19,London,Frankfurt,"British Airways, ITA Airways",11:45,18:55,$189,6h 10m,False
2025-01-19,London,Frankfurt,SWISS,12:05,19:00,$223,5h 55m,False
2025-01-19,London,Frankfurt,SWISS,14:25,19:35,$291,4h 10m,False
2025-01-19,London,Frankfurt,Iberia,14:50,22:35,$201,6h 45m,False
2025-01-19,London,Frankfurt,Iberia,11:30,18:50,$221,6h 20m,False
2025-01-19,London,Frankfurt,Aer Lingus,12:10,19:10,$243,6h 00m,False
2025-01-19,London,Frankfurt,SWISS,9:00,14:50,$290,4h 50m,False
2025-01-19,London,Frankfurt,"Eurowings, Lufthansa",14:45,20:10,$293,4h 25m,False
2025-01-19,London,Frankfurt,SWISS,7:00,14:50,$249,6h 50m,False
2025-01-19,London,Frankfurt,"Eurowings, Lufthansa",14:45,21:10,$293,5h 25m,False
2025-01-19,London,Frankfurt,"British Airways, Iberia",14:50,22:35,$287,6h 45m,False
2025-01-19,London,Frankfurt,"Eurowings, Lufthansa",8:05,15:30,$274,6h 25m,False
2025-01-19,London,Frankfurt,Air France,11:30,16:45,$406,4h 15m,False
2025-01-19,London,Frankfurt,"Eurowings, Lufthansa",12:15,19:30,$304,6h 15m,False
2025-01-19,London,Frankfurt,"British Airways, Iberia",11:30,18:50,$347,6h 20m,False
2025-01-19,London,Frankfurt,LOT,10:25,16:40,$426,5h 15m,False
2025-01-19,London,Frankfurt,Air France,9:00,16:45,$406,6h 45m,False
2025-01-19,London,Frankfurt,Scandinavian Airlines,9:55,16:00,$554,5h 05m,False
2025-01-19,London,Frankfurt,"Austrian Airlines, Lufthansa",9:05,14:50,$551,4h 45m,False
2025-01-19,London,Frankfurt,"Eurowings, Lufthansa",14:35,19:40,$549,4h 05m,False
2025-01-19,London,Frankfurt,"Austrian Airlines, Lufthansa",6:00,12:00,$551,5h 00m,False
2025-01-19,London,Frankfurt,Scandinavian Airlines,13:55,21:05,$542,6h 10m,False
2025-01-19,London,Frankfurt,"Austrian Airlines, Lufthansa",13:55,20:00,$551,5h 05m,False
2025-01-19,London,Frankfurt,Scandinavian Airlines,10:35,18:15,$539,6h 40m,False
2025-01-19,London,Frankfurt,"Austrian Airlines, Lufthansa",6:00,12:50,$551,5h 50m,False
2025-01-19,London,Frankfurt,"SWISS, Lufthansa",7:00,12:15,$618,4h 15m,False
2025-01-19,London,Frankfurt,"Austrian Airlines, Lufthansa",13:55,21:00,$551,6h 05m,False
2025-01-19,London,Frankfurt,"Austrian Airlines, Lufthansa",9:05,16:30,$551,6h 25m,False
2025-01-19,London,Frankfurt,"Austrian Airlines, Lufthansa",13:55,21:45,$551,6h 50m,False
2025-01-19,London,Frankfurt,Austrian Airlines,9:05,15:50,$631,5h 45m,False
2025-01-19,London,Frankfurt,"SWISS, Lufthansa",9:00,14:50,$699,4h 50m,False
2025-01-19,London,Frankfurt,"SWISS, Lufthansa",14:25,19:35,$766,4h 10m,False
2025-01-19,London,Frankfurt,"SWISS, Lufthansa",13:45,19:00,$747,4h 15m,False
2025-01-19,London,Frankfurt,"British Airways, Lufthansa",10:55,15:50,"$1,168",3h 55m,False
2025-01-19,London,Frankfurt,"British Airways, Lufthansa",6:55,11:55,"$1,168",4h 00m,False
2025-01-19,London,Frankfurt,"British Airways, Lufthansa",14:15,19:35,"$1,168",4h 20m,False
2025-02-19,London,Frankfurt,KLM,6:30,11:05,$139,3h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,19:30,22:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,9:30,12:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,6:30,9:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,7:30,10:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,8:30,11:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,10:30,13:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,11:30,14:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,13:30,16:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,15:30,18:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,16:30,19:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,17:30,20:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,18:30,21:05,$92,1h 35m,False
2025-02-19,London,Frankfurt,British Airways,14:10,16:55,$110,1h 45m,False
2025-02-19,London,Frankfurt,British Airways,15:30,18:15,$110,1h 45m,False
2025-02-19,London,Frankfurt,British Airways,17:05,19:50,$110,1h 45m,False
2025-02-19,London,Frankfurt,British Airways,7:45,10:25,$110,1h 40m,False
2025-02-19,London,Frankfurt,British Airways,11:25,14:05,$110,1h 40m,False
2025-02-19,London,Frankfurt,British Airways,19:25,22:05,$110,1h 40m,False
2025-02-19,London,Frankfurt,Lufthansa,11:10,16:05,$126,3h 55m,False
2025-02-19,London,Frankfurt,KLM,6:30,11:05,$139,3h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,7:40,13:05,$126,4h 25m,False
2025-02-19,London,Frankfurt,KLM,17:50,22:25,$139,3h 35m,False
2025-02-19,London,Frankfurt,Lufthansa,6:35,12:05,$126,4h 30m,False
2025-02-19,London,Frankfurt,Brussels Airlines,11:05,15:40,$139,3h 35m,False
2025-02-19,London,Frankfurt,KLM,8:40,13:40,$139,4h 00m,False
2025-02-19,London,Frankfurt,Austrian Airlines,6:00,12:00,$134,5h 00m,False
2025-02-19,London,Frankfurt,KLM,17:05,22:25,$139,4h 20m,False
2025-02-19,London,Frankfurt,KLM,11:45,17:15,$139,4h 30m,False
2025-02-19,London,Frankfurt,Lufthansa,13:50,19:05,$145,4h 15m,False
2025-02-19,London,Frankfurt,SWISS,8:50,13:40,$158,3h 50m,False
2025-02-19,London,Frankfurt,SWISS,13:45,19:00,$150,4h 15m,False
2025-02-19,London,Frankfurt,Brussels Airlines,6:50,12:30,$139,4h 40m,False
2025-02-19,London,Frankfurt,Lufthansa,16:40,22:05,$157,4h 25m,False
2025-02-19,London,Frankfurt,Austrian Airlines,14:50,21:00,$147,5h 10m,False
2025-02-19,London,Frankfurt,SWISS,6:00,12:15,$140,5h 15m,False
2025-02-19,London,Frankfurt,Air France,11:30,16:45,$168,4h 15m,False
2025-02-19,London,Frankfurt,Lufthansa,11:10,17:05,$157,4h 55m,False
2025-02-19,London,Frankfurt,Austrian Airlines,9:05,14:50,$181,4h 45m,False
2025-02-19,London,Frankfurt,KLM,15:45,22:25,$139,5h 40m,False
2025-02-19,London,Frankfurt,Lufthansa,8:45,15:05,$157,5h 20m,False
2025-02-19,London,Frankfurt,Lufthansa,6:35,13:05,$157,5h 30m,False
2025-02-19,London,Frankfurt,KLM,11:45,18:40,$139,5h 55m,False
2025-02-19,London,Frankfurt,SWISS,12:05,19:00,$140,5h 55m,False
2025-02-19,London,Frankfurt,Austrian Airlines,6:00,12:50,$147,5h 50m,False
2025-02-19,London,Frankfurt,Austrian Airlines,14:50,21:45,$147,5h 55m,False
2025-03-19,London,Frankfurt,KLM,6:30,11:05,$139,3h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,13:30,16:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,6:30,9:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,7:30,10:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,8:30,11:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,9:30,12:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,10:30,13:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,11:30,14:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,15:30,18:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,16:30,19:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,17:30,20:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,18:30,21:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,19:30,22:05,$112,1h 35m,False
2025-03-19,London,Frankfurt,KLM,6:30,11:05,$139,3h 35m,False
2025-03-19,London,Frankfurt,KLM,17:50,22:25,$139,3h 35m,False
2025-03-19,London,Frankfurt,Brussels Airlines,11:05,15:40,$147,3h 35m,False
2025-03-19,London,Frankfurt,Lufthansa,11:10,16:05,$145,3h 55m,False
2025-03-19,London,Frankfurt,KLM,17:05,22:25,$139,4h 20m,False
2025-03-19,London,Frankfurt,SWISS,8:50,13:40,$153,3h 50m,False
2025-03-19,London,Frankfurt,Lufthansa,13:50,19:05,$145,4h 15m,False
2025-03-19,London,Frankfurt,KLM,11:45,17:15,$139,4h 30m,False
2025-03-19,London,Frankfurt,KLM,8:40,13:40,$157,4h 00m,False
2025-03-19,London,Frankfurt,Austrian Airlines,6:00,12:00,$147,5h 00m,False
2025-03-19,London,Frankfurt,Brussels Airlines,6:50,12:30,$147,4h 40m,False
2025-03-19,London,Frankfurt,Lufthansa,16:40,22:05,$164,4h 25m,False
2025-03-19,London,Frankfurt,Lufthansa,7:40,13:05,$164,4h 25m,False
2025-03-19,London,Frankfurt,Lufthansa,6:35,12:05,$164,4h 30m,False
2025-03-19,London,Frankfurt,KLM,15:45,22:25,$139,5h 40m,False
2025-03-19,London,Frankfurt,Austrian Airlines,6:00,12:50,$147,5h 50m,False
2025-03-19,London,Frankfurt,KLM,11:45,18:40,$139,5h 55m,False
2025-03-19,London,Frankfurt,Lufthansa,11:10,17:05,$164,4h 55m,False
2025-03-19,London,Frankfurt,Austrian Airlines,9:05,14:50,$181,4h 45m,False
2025-03-19,London,Frankfurt,SWISS,13:45,19:00,$221,4h 15m,False
2025-03-19,London,Frankfurt,Lufthansa,8:45,15:05,$164,5h 20m,False
2025-03-19,London,Frankfurt,Austrian Airlines,14:50,21:00,$181,5h 10m,False
2025-03-19,London,Frankfurt,Lufthansa,6:35,13:05,$164,5h 30m,False
2025-03-19,London,Frankfurt,"Eurowings, Lufthansa",13:55,19:10,$201,4h 15m,False
2025-03-19,London,Frankfurt,Brussels Airlines,6:50,14:15,$147,6h 25m,False
2025-03-19,London,Frankfurt,Air France,11:30,16:45,$240,4h 15m,False
2025-03-19,London,Frankfurt,Lufthansa,11:10,18:05,$164,5h 55m,False
2025-03-19,London,Frankfurt,SWISS,6:00,12:15,$187,5h 15m,False
2025-03-19,London,Frankfurt,Austrian Airlines,14:50,21:45,$181,5h 55m,False
2025-03-19,London,Frankfurt,Lufthansa,8:45,16:05,$164,6h 20m,False
2025-03-19,London,Frankfurt,Lufthansa,13:50,20:05,$202,5h 15m,False
2025-03-19,London,Frankfurt,SWISS,12:05,19:00,$187,5h 55m,False
2025-03-19,London,Frankfurt,Lufthansa,7:40,15:05,$164,6h 25m,False
2024-07-19,London,Madrid,KLM,6:30,12:05,$219,4h 35m,False
2024-07-19,London,Madrid,Iberia,13:10,16:30,$210,2h 20m,False
2024-07-19,London,Madrid,Vueling,14:00,9:00,$157,18h 00m,True
2024-07-19,London,Madrid,Iberia,18:45,22:10,$228,2h 25m,False
2024-07-19,London,Madrid,Iberia,15:50,19:15,$228,2h 25m,False
2024-07-19,London,Madrid,Iberia,10:50,14:15,$228,2h 25m,False
2024-07-19,London,Madrid,Iberia,9:15,12:40,$228,2h 25m,False
2024-07-19,London,Madrid,British Airways,18:45,22:10,$235,2h 25m,False
2024-07-19,London,Madrid,British Airways,15:50,19:15,$235,2h 25m,False
2024-07-19,London,Madrid,British Airways,10:50,14:15,$235,2h 25m,False
2024-07-19,London,Madrid,Iberia,20:10,23:35,$265,2h 25m,False
2024-07-19,London,Madrid,British Airways,9:15,12:40,$235,2h 25m,False
2024-07-19,London,Madrid,British Airways,7:55,11:20,$264,2h 25m,False
2024-07-19,London,Madrid,Iberia,11:30,14:55,$255,2h 25m,False
2024-07-19,London,Madrid,British Airways,11:30,14:55,$264,2h 25m,False
2024-07-19,London,Madrid,British Airways,20:10,23:35,$264,2h 25m,False
2024-07-19,London,Madrid,British Airways,13:10,16:30,$246,2h 20m,False
2024-07-19,London,Madrid,Iberia,11:30,14:55,$255,2h 25m,False
2024-07-19,London,Madrid,British Airways,13:10,16:30,$246,2h 20m,False
2024-07-19,London,Madrid,Iberia,7:55,11:20,$255,2h 25m,False
2024-07-19,London,Madrid,British Airways,20:10,23:35,$264,2h 25m,False
2024-07-19,London,Madrid,British Airways,11:30,14:55,$264,2h 25m,False
2024-07-19,London,Madrid,British Airways,7:55,11:20,$264,2h 25m,False
2024-07-19,London,Madrid,Vueling,20:10,23:35,$292,2h 25m,False
2024-07-19,London,Madrid,Vueling,11:30,14:55,$292,2h 25m,False
2024-07-19,London,Madrid,"Vueling, Iberia",14:00,19:25,$176,4h 25m,False
2024-07-19,London,Madrid,Iberia,17:10,20:35,$303,2h 25m,False
2024-07-19,London,Madrid,Iberia,16:30,19:55,$304,2h 25m,False
2024-07-19,London,Madrid,Iberia,19:10,22:35,$308,2h 25m,False
2024-07-19,London,Madrid,Iberia,6:15,9:40,$308,2h 25m,False
2024-07-19,London,Madrid,British Airways,19:10,22:35,$318,2h 25m,False
2024-07-19,London,Madrid,British Airways,16:30,19:55,$318,2h 25m,False
