Carrier,DepTime,ArrTime,Price,Duration,Day,DepAirport,ArrAirport,DayAfter
Iberia,10:45,12:10,$176,2h 25m,2025-02-19,Madrid,London,False
Iberia,19:05,20:20,$176,2h 15m,2025-02-19,Madrid,London,False
Iberia,20:45,22:00,$176,2h 15m,2025-02-19,Madrid,London,False
British Airways,19:05,20:20,$192,2h 15m,2025-02-19,Madrid,London,False
TAP AIR PORTUGAL,17:55,22:40,$68,5h 45m,2025-02-19,Madrid,London,False
TAP AIR PORTUGAL,12:10,17:30,$68,6h 20m,2025-02-19,Madrid,London,False
TAP AIR PORTUGAL,7:40,12:40,$85,6h 00m,2025-02-19,Madrid,London,False
KLM,13:00,17:00,$129,5h 00m,2025-02-19,Madrid,London,False
Aegean Airlines,13:00,21:15,$117,9h 15m,2025-02-19,Madrid,London,False
TAP AIR PORTUGAL,14:55,21:35,$68,7h 40m,2025-02-19,Madrid,London,False
KLM,11:00,16:05,$114,6h 05m,2025-02-19,Madrid,London,False
TAP AIR PORTUGAL,10:20,17:30,$68,8h 10m,2025-02-19,Madrid,London,False
TAP AIR PORTUGAL,14:55,22:40,$68,8h 45m,2025-02-19,Madrid,London,False
KLM,6:00,10:45,$129,5h 45m,2025-02-19,Madrid,London,False
KLM,13:00,17:55,$129,5h 55m,2025-02-19,Madrid,London,False
KLM,11:00,17:00,$114,7h 00m,2025-02-19,Madrid,London,False
Brussels Airlines,12:35,17:05,$139,5h 30m,2025-02-19,Madrid,London,False
British Airways,20:45,22:00,$192,2h 15m,2025-02-19,Madrid,London,False
"Iberia, British Airways",16:05,21:10,$143,6h 05m,2025-02-19,Madrid,London,False
Brussels Airlines,17:35,21:20,$156,4h 45m,2025-02-19,Madrid,London,False
British Airways,10:45,12:10,$192,2h 25m,2025-02-19,Madrid,London,False
"Iberia, British Airways",8:50,14:25,$136,6h 35m,2025-02-19,Madrid,London,False
British Airways,17:55,19:25,$192,2h 30m,2025-02-19,Madrid,London,False
British Airways,12:40,14:10,$192,2h 30m,2025-02-19,Madrid,London,False
British Airways,12:00,13:30,$192,2h 30m,2025-02-19,Madrid,London,False
"Iberia, Scandinavian Airlines",15:45,21:40,$128,6h 55m,2025-02-19,Madrid,London,False
KLM,16:50,20:50,$165,5h 00m,2025-02-19,Madrid,London,False
Lufthansa,12:05,17:05,$151,6h 00m,2025-02-19,Madrid,London,False
"Iberia Express, Scandinavian Airlines",15:45,21:40,$124,6h 55m,2025-02-19,Madrid,London,False
"Iberia, British Airways",16:05,21:55,$143,6h 50m,2025-02-19,Madrid,London,False
Lufthansa,13:40,17:45,$170,5h 05m,2025-02-19,Madrid,London,False
"Air Europa, SWISS",7:45,13:00,$146,6h 15m,2025-02-19,Madrid,London,False
Lufthansa,7:25,13:00,$151,6h 35m,2025-02-19,Madrid,London,False
"Iberia, SWISS",16:35,21:40,$150,6h 05m,2025-02-19,Madrid,London,False
Lufthansa,18:25,22:55,$168,5h 30m,2025-02-19,Madrid,London,False
"Iberia, British Airways",9:05,14:55,$151,6h 50m,2025-02-19,Madrid,London,False
Lufthansa,6:10,10:45,$170,5h 35m,2025-02-19,Madrid,London,False
"Air Europa, SWISS",14:55,19:15,$164,5h 20m,2025-02-19,Madrid,London,False
Iberia,11:30,15:55,$176,5h 25m,2025-02-19,Madrid,London,False
Lufthansa,8:05,12:45,$170,5h 40m,2025-02-19,Madrid,London,False
"Iberia, British Airways",10:05,14:25,$175,5h 20m,2025-02-19,Madrid,London,False
Lufthansa,13:40,18:45,$170,6h 05m,2025-02-19,Madrid,London,False
Lufthansa,12:05,18:35,$151,7h 30m,2025-02-19,Madrid,London,False
Lufthansa,16:45,22:15,$170,6h 30m,2025-02-19,Madrid,London,False
"Iberia, British Airways",8:50,16:20,$143,8h 30m,2025-02-19,Madrid,London,False
"easyJet, TAP AIR PORTUGAL",18:00,22:40,$171,5h 40m,2025-02-19,Madrid,London,False
"Vueling, Iberia",13:40,18:30,$169,5h 50m,2025-02-19,Madrid,London,False
Lufthansa,12:05,19:35,$151,8h 30m,2025-02-19,Madrid,London,False
Air France,6:00,10:30,$193,5h 30m,2025-02-19,Madrid,London,False
"Iberia, Scandinavian Airlines",10:15,17:00,$151,7h 45m,2025-02-19,Madrid,London,False
Lufthansa,6:10,12:45,$170,7h 35m,2025-02-19,Madrid,London,False
Lufthansa,8:05,14:45,$170,7h 40m,2025-02-19,Madrid,London,False
Brussels Airlines,12:35,21:20,$144,9h 45m,2025-02-19,Madrid,London,False
"Iberia, British Airways",8:50,17:40,$143,9h 50m,2025-02-19,Madrid,London,False
Brussels Airlines,6:25,10:05,$214,4h 40m,2025-02-19,Madrid,London,False
"Iberia, SWISS",8:45,16:20,$150,8h 35m,2025-02-19,Madrid,London,False
"Air Europa, TAP AIR PORTUGAL",6:30,12:40,$169,7h 10m,2025-02-19,Madrid,London,False
"Iberia, British Airways",12:00,19:20,$170,8h 20m,2025-02-19,Madrid,London,False
Lufthansa,7:25,15:50,$157,9h 25m,2025-02-19,Madrid,London,False
Air France,10:00,13:45,$221,4h 45m,2025-02-19,Madrid,London,False
"Iberia, British Airways",9:05,17:50,$151,9h 45m,2025-02-19,Madrid,London,False
Lufthansa,13:40,20:45,$176,8h 05m,2025-02-19,Madrid,London,False
Lufthansa,12:05,21:00,$157,9h 55m,2025-02-19,Madrid,London,False
Austrian Airlines,12:05,18:40,$188,7h 35m,2025-02-19,Madrid,London,False
Lufthansa,8:05,15:45,$176,8h 40m,2025-02-19,Madrid,London,False
"Air Europa, TAP AIR PORTUGAL",14:55,21:35,$184,7h 40m,2025-02-19,Madrid,London,False
"Air Europa, SWISS",14:55,21:40,$192,7h 45m,2025-02-19,Madrid,London,False
Lufthansa,13:40,22:15,$182,9h 35m,2025-02-19,Madrid,London,False
"Air Europa, TAP AIR PORTUGAL",14:55,22:40,$184,8h 45m,2025-02-19,Madrid,London,False
Austrian Airlines,6:10,14:05,$197,8h 55m,2025-02-19,Madrid,London,False
Lufthansa,6:10,14:45,$182,9h 35m,2025-02-19,Madrid,London,False
"Air Europa, SWISS",7:45,16:20,$175,9h 35m,2025-02-19,Madrid,London,False
Lufthansa,8:05,16:45,$182,9h 40m,2025-02-19,Madrid,London,False
Iberia,17:30,18:55,$27,2h 25m,2025-03-19,Madrid,London,False
Iberia,17:30,18:55,$27,2h 25m,2025-03-19,Madrid,London,False
Iberia,7:50,9:25,$27,2h 35m,2025-03-19,Madrid,London,False
Iberia,16:50,18:15,$27,2h 25m,2025-03-19,Madrid,London,False
Iberia,15:50,17:15,$27,2h 25m,2025-03-19,Madrid,London,False
Iberia,14:55,16:20,$27,2h 25m,2025-03-19,Madrid,London,False
Iberia,13:30,14:55,$27,2h 25m,2025-03-19,Madrid,London,False
Iberia,9:10,10:35,$27,2h 25m,2025-03-19,Madrid,London,False
Iberia,7:00,8:25,$27,2h 25m,2025-03-19,Madrid,London,False
TAP AIR PORTUGAL,17:55,22:40,$81,5h 45m,2025-03-19,Madrid,London,False
TAP AIR PORTUGAL,7:40,12:40,$81,6h 00m,2025-03-19,Madrid,London,False
TAP AIR PORTUGAL,12:10,17:30,$81,6h 20m,2025-03-19,Madrid,London,False
TAP AIR PORTUGAL,14:55,21:35,$81,7h 40m,2025-03-19,Madrid,London,False
TAP AIR PORTUGAL,10:20,17:30,$81,8h 10m,2025-03-19,Madrid,London,False
TAP AIR PORTUGAL,14:55,22:40,$81,8h 45m,2025-03-19,Madrid,London,False
Air France,6:00,10:30,$137,5h 30m,2025-03-19,Madrid,London,False
Brussels Airlines,6:25,10:05,$212,4h 40m,2025-03-19,Madrid,London,False
KLM,13:00,17:55,$165,5h 55m,2025-03-19,Madrid,London,False
Air France,6:00,13:45,$137,8h 45m,2025-03-19,Madrid,London,False
KLM,11:00,17:00,$165,7h 00m,2025-03-19,Madrid,London,False
Air France,12:25,16:35,$193,5h 10m,2025-03-19,Madrid,London,False
KLM,16:50,20:50,$199,5h 00m,2025-03-19,Madrid,London,False
"Air Europa, TAP AIR PORTUGAL",6:35,17:30,$121,11h 55m,2025-03-19,Madrid,London,False
Air France,10:00,16:35,$169,7h 35m,2025-03-19,Madrid,London,False
KLM,6:00,10:45,$199,5h 45m,2025-03-19,Madrid,London,False
KLM,11:00,16:05,$199,6h 05m,2025-03-19,Madrid,London,False
Air France,12:25,18:20,$193,6h 55m,2025-03-19,Madrid,London,False
Austrian Airlines,6:10,14:05,$197,8h 55m,2025-03-19,Madrid,London,False
Air France,16:20,21:25,$254,6h 05m,2025-03-19,Madrid,London,False
Austrian Airlines,12:05,18:40,$232,7h 35m,2025-03-19,Madrid,London,False
Brussels Airlines,6:25,17:05,$213,11h 40m,2025-03-19,Madrid,London,False
Air France,6:00,13:45,$137,8h 45m,2025-03-19,Madrid,London,False
Lufthansa,7:25,13:00,$166,6h 35m,2025-03-19,Madrid,London,False
Lufthansa,16:45,22:15,$174,6h 30m,2025-03-19,Madrid,London,False
KLM,16:50,20:50,$199,5h 00m,2025-03-19,Madrid,London,False
"Air Europa, TAP AIR PORTUGAL",14:55,21:35,$151,7h 40m,2025-03-19,Madrid,London,False
"Air Europa, TAP AIR PORTUGAL",6:30,12:40,$163,7h 10m,2025-03-19,Madrid,London,False
Air France,10:00,16:35,$169,7h 35m,2025-03-19,Madrid,London,False
Brussels Airlines,6:25,10:05,$212,4h 40m,2025-03-19,Madrid,London,False
Lufthansa,6:10,12:45,$170,7h 35m,2025-03-19,Madrid,London,False
KLM,6:00,10:45,$199,5h 45m,2025-03-19,Madrid,London,False
"Air Europa, TAP AIR PORTUGAL",10:35,17:30,$151,7h 55m,2025-03-19,Madrid,London,False
"Air Europa, TAP AIR PORTUGAL",10:25,17:30,$151,8h 05m,2025-03-19,Madrid,London,False
Lufthansa,12:05,18:35,$175,7h 30m,2025-03-19,Madrid,London,False
KLM,11:00,16:05,$199,6h 05m,2025-03-19,Madrid,London,False
"Air Europa, TAP AIR PORTUGAL",14:55,22:40,$151,8h 45m,2025-03-19,Madrid,London,False
Lufthansa,8:05,14:45,$174,7h 40m,2025-03-19,Madrid,London,False
Lufthansa,13:40,20:45,$174,8h 05m,2025-03-19,Madrid,London,False
Air France,12:25,18:20,$193,6h 55m,2025-03-19,Madrid,London,False
Lufthansa,12:05,19:35,$175,8h 30m,2025-03-19,Madrid,London,False
Brussels Airlines,12:35,21:20,$160,9h 45m,2025-03-19,Madrid,London,False
Lufthansa,8:05,15:45,$174,8h 40m,2025-03-19,Madrid,London,False
Lufthansa,7:25,15:50,$166,9h 25m,2025-03-19,Madrid,London,False
Austrian Airlines,6:10,14:05,$197,8h 55m,2025-03-19,Madrid,London,False
Air France,16:20,21:25,$254,6h 05m,2025-03-19,Madrid,London,False
Austrian Airlines,12:05,18:40,$232,7h 35m,2025-03-19,Madrid,London,False
Lufthansa,6:10,14:45,$210,9h 35m,2025-03-19,Madrid,London,False
Austrian Airlines,13:40,21:40,$221,9h 00m,2025-03-19,Madrid,London,False
Austrian Airlines,13:40,21:40,$221,9h 00m,2025-03-19,Madrid,London,False
Lufthansa,6:10,15:45,$210,10h 35m,2025-03-19,Madrid,London,False
Lufthansa,8:05,16:45,$229,9h 40m,2025-03-19,Madrid,London,False
Lufthansa,12:05,21:00,$239,9h 55m,2025-03-19,Madrid,London,False
Austrian Airlines,12:05,21:40,$232,10h 35m,2025-03-19,Madrid,London,False
Lufthansa,13:40,22:15,$247,9h 35m,2025-03-19,Madrid,London,False
Aegean Airlines,13:00,21:15,$290,9h 15m,2025-03-19,Madrid,London,False
LOT,15:30,22:00,$538,7h 30m,2025-03-19,Madrid,London,False
KLM,6:00,10:50,$364,4h 50m,2024-04-19,Madrid,Paris,False
easyJet,20:40,22:45,$185,2h 05m,2024-04-19,Madrid,Paris,False
BlaBlaBus,20:35,13:25,$47,16h 50m,2024-04-19,Madrid,Paris,True
Vueling,21:40,23:45,$222,2h 05m,2024-04-19,Madrid,Paris,False
Iberia,21:40,23:45,$231,2h 05m,2024-04-19,Madrid,Paris,False
Air France,6:00,8:05,$240,2h 05m,2024-04-19,Madrid,Paris,False
Iberia,9:50,11:55,$274,2h 05m,2024-04-19,Madrid,Paris,False
CitizenPlane,21:40,23:45,$285,2h 05m,2024-04-19,Madrid,Paris,False
Air France,20:15,22:20,$309,2h 05m,2024-04-19,Madrid,Paris,False
Vueling,9:50,11:55,$350,2h 05m,2024-04-19,Madrid,Paris,False
Air France,10:05,12:10,$369,2h 05m,2024-04-19,Madrid,Paris,False
Air France,12:20,14:25,$369,2h 05m,2024-04-19,Madrid,Paris,False
Air France,16:40,18:45,$369,2h 05m,2024-04-19,Madrid,Paris,False
Air France,17:45,19:50,$403,2h 05m,2024-04-19,Madrid,Paris,False
CitizenPlane,9:50,11:55,$429,2h 05m,2024-04-19,Madrid,Paris,False
"Air Europa, Vueling",15:10,21:30,$193,6h 20m,2024-04-19,Madrid,Paris,False
"Air Europa, easyJet",7:30,12:00,$228,4h 30m,2024-04-19,Madrid,Paris,False
Vueling,9:30,14:10,$201,4h 40m,2024-04-19,Madrid,Paris,False
"Iberia, easyJet",7:15,12:00,$214,4h 45m,2024-04-19,Madrid,Paris,False
"Air Europa, Vueling",15:10,21:30,$193,6h 20m,2024-04-19,Madrid,Paris,False
"Air Europa, easyJet",7:30,12:00,$228,4h 30m,2024-04-19,Madrid,Paris,False
"Iberia, easyJet",6:45,12:00,$214,5h 15m,2024-04-19,Madrid,Paris,False
"Air Europa, Vueling",7:30,14:10,$209,6h 40m,2024-04-19,Madrid,Paris,False
"SNCF, Vueling",14:15,21:30,$218,7h 15m,2024-04-19,Madrid,Paris,False
Czech Airlines,13:55,19:25,$324,5h 30m,2024-04-19,Madrid,Paris,False
Vueling,9:30,16:05,$224,6h 35m,2024-04-19,Madrid,Paris,False
"Iberia, Vueling",16:55,21:30,$296,4h 35m,2024-04-19,Madrid,Paris,False
"Wizz Air Malta, easyJet",9:45,14:35,$316,4h 50m,2024-04-19,Madrid,Paris,False
Smartwings,13:55,19:25,$328,5h 30m,2024-04-19,Madrid,Paris,False
"Iberia, Vueling",16:00,21:30,$273,5h 30m,2024-04-19,Madrid,Paris,False
"Iberia, Vueling",7:15,14:10,$212,6h 55m,2024-04-19,Madrid,Paris,False
"Iberia, Vueling",7:45,14:10,$237,6h 25m,2024-04-19,Madrid,Paris,False
easyJet,10:15,16:05,$307,5h 50m,2024-04-19,Madrid,Paris,False
"Iberia, Vueling",6:45,14:10,$212,7h 25m,2024-04-19,Madrid,Paris,False
KLM,6:00,10:50,$364,4h 50m,2024-04-19,Madrid,Paris,False
"Air Europa, easyJet",15:00,20:20,$341,5h 20m,2024-04-19,Madrid,Paris,False
"Iberia Express, easyJet",7:15,15:50,$188,8h 35m,2024-04-19,Madrid,Paris,False
"Iberia, Vueling",10:30,16:05,$300,5h 35m,2024-04-19,Madrid,Paris,False
"Air Europa, easyJet",6:30,12:10,$328,5h 40m,2024-04-19,Madrid,Paris,False
"easyJet, China Eastern",14:00,19:40,$337,5h 40m,2024-04-19,Madrid,Paris,False
"Iberia Express, Scandinavian Airlines",7:05,15:40,$169,8h 35m,2024-04-19,Madrid,Paris,False
"Iberia, Scandinavian Airlines",7:05,15:40,$182,8h 35m,2024-04-19,Madrid,Paris,False
"Air Europa, easyJet",7:30,16:25,$188,8h 55m,2024-04-19,Madrid,Paris,False
"Vueling, easyJet",9:30,17:00,$261,7h 30m,2024-04-19,Madrid,Paris,False
"Iberia, easyJet",7:15,15:50,$191,8h 35m,2024-04-19,Madrid,Paris,False
British Airways,15:45,21:30,$377,5h 45m,2024-04-19,Madrid,Paris,False
easyJet,14:00,21:20,$298,7h 20m,2024-04-19,Madrid,Paris,False
"Air Europa, Vueling",7:30,16:05,$235,8h 35m,2024-04-19,Madrid,Paris,False
Vueling,17:20,21:30,$478,4h 10m,2024-04-19,Madrid,Paris,False
Lufthansa,5:55,10:45,$396,4h 50m,2024-04-19,Madrid,Paris,False
British Airways,8:00,13:40,$425,5h 40m,2024-04-19,Madrid,Paris,False
easyJet,10:15,18:40,$270,8h 25m,2024-04-19,Madrid,Paris,False
"Air Europa, Vueling",15:00,20:15,$305,5h 15m,2024-04-19,Madrid,Paris,False
Multiple airlines,10:55,19:20,$269,8h 25m,2024-04-19,Madrid,Paris,False
"Iberia, easyJet",11:30,17:00,$379,5h 30m,2024-04-19,Madrid,Paris,False
easyJet,9:55,18:15,$299,8h 20m,2024-04-19,Madrid,Paris,False
Iberia,17:20,21:30,$492,4h 10m,2024-04-19,Madrid,Paris,False
British Airways,17:55,23:15,$440,5h 20m,2024-04-19,Madrid,Paris,False
"Iberia, Vueling",15:55,20:15,$451,4h 20m,2024-04-19,Madrid,Paris,False
Iberia,9:30,14:10,$480,4h 40m,2024-04-19,Madrid,Paris,False
British Airways,8:50,15:30,$420,6h 40m,2024-04-19,Madrid,Paris,False
"Iberia Express, easyJet",11:25,20:20,$278,8h 55m,2024-04-19,Madrid,Paris,False
"Iberia, British Airways",15:45,21:30,$434,5h 45m,2024-04-19,Madrid,Paris,False
British Airways,7:00,13:40,$425,6h 40m,2024-04-19,Madrid,Paris,False
Iberia,15:55,18:00,$619,2h 05m,2024-04-19,Madrid,Paris,False
British Airways,8:00,15:30,$404,7h 30m,2024-04-19,Madrid,Paris,False
British Airways,15:45,23:15,$385,7h 30m,2024-04-19,Madrid,Paris,False
"Air Europa, Lufthansa",10:55,18:35,$348,7h 40m,2024-04-19,Madrid,Paris,False
British Airways,14:55,21:30,$432,6h 35m,2024-04-19,Madrid,Paris,False
"Iberia, easyJet",11:25,20:20,$282,8h 55m,2024-04-19,Madrid,Paris,False
"Iberia, British Airways",17:55,23:15,$489,5h 20m,2024-04-19,Madrid,Paris,False
Multiple airlines,11:50,19:20,$351,7h 30m,2024-04-19,Madrid,Paris,False
"Iberia, British Airways",8:00,13:40,$489,5h 40m,2024-04-19,Madrid,Paris,False
British Airways,16:50,23:15,$495,6h 25m,2024-04-19,Madrid,Paris,False
Lufthansa,11:50,18:35,$458,6h 45m,2024-04-19,Madrid,Paris,False
"Iberia, Vueling",11:50,20:15,$343,8h 25m,2024-04-19,Madrid,Paris,False
"Iberia, Lufthansa",11:50,18:35,$429,6h 45m,2024-04-19,Madrid,Paris,False
"Iberia, British Airways",15:45,23:15,$434,7h 30m,2024-04-19,Madrid,Paris,False
ITA Airways,11:35,17:20,$541,5h 45m,2024-04-19,Madrid,Paris,False
Czech Airlines,11:55,19:25,$468,7h 30m,2024-04-19,Madrid,Paris,False
British Airways,9:10,15:30,$492,6h 20m,2024-04-19,Madrid,Paris,False
"Iberia, British Airways",8:00,15:30,$435,7h 30m,2024-04-19,Madrid,Paris,False
British Airways,7:00,15:30,$435,8h 30m,2024-04-19,Madrid,Paris,False
CitizenPlane,15:55,18:00,$760,2h 05m,2024-04-19,Madrid,Paris,False
Lufthansa,11:50,19:45,$455,7h 55m,2024-04-19,Madrid,Paris,False
British Airways,14:55,23:15,$440,8h 20m,2024-04-19,Madrid,Paris,False
ITA Airways,5:50,13:20,$473,7h 30m,2024-04-19,Madrid,Paris,False
Iberia,9:30,16:05,$530,6h 35m,2024-04-19,Madrid,Paris,False
Lufthansa,11:50,17:35,$554,5h 45m,2024-04-19,Madrid,Paris,False
Lufthansa,13:00,18:35,$573,5h 35m,2024-04-19,Madrid,Paris,False
"Iberia, British Airways",9:10,15:30,$535,6h 20m,2024-04-19,Madrid,Paris,False
ITA Airways,18:05,23:40,$610,5h 35m,2024-04-19,Madrid,Paris,False
easyJet,20:45,22:50,$104,2h 05m,2024-05-19,Madrid,Paris,False
easyJet,20:45,22:50,$96,2h 05m,2024-05-19,Madrid,Paris,False
FlixBus,16:40,9:00,$44,16h 20m,2024-05-19,Madrid,Paris,True
Iberia,21:40,23:45,$126,2h 05m,2024-05-19,Madrid,Paris,False
Air France,6:00,8:05,$160,2h 05m,2024-05-19,Madrid,Paris,False
Air France,16:40,18:45,$171,2h 05m,2024-05-19,Madrid,Paris,False
Vueling,21:40,23:45,$178,2h 05m,2024-05-19,Madrid,Paris,False
Iberia,15:55,18:00,$179,2h 05m,2024-05-19,Madrid,Paris,False
Air France,20:15,22:20,$180,2h 05m,2024-05-19,Madrid,Paris,False
Iberia,9:50,11:55,$179,2h 05m,2024-05-19,Madrid,Paris,False
Air France,17:45,19:50,$180,2h 05m,2024-05-19,Madrid,Paris,False
Air France,10:05,12:10,$197,2h 05m,2024-05-19,Madrid,Paris,False
Air France,12:20,14:25,$210,2h 05m,2024-05-19,Madrid,Paris,False
Vueling,15:55,18:00,$222,2h 05m,2024-05-19,Madrid,Paris,False
Vueling,9:50,11:55,$222,2h 05m,2024-05-19,Madrid,Paris,False
"Air Europa, easyJet",6:35,11:15,$128,4h 40m,2024-05-19,Madrid,Paris,False
"Air Europa, Vueling",6:40,13:50,$125,7h 10m,2024-05-19,Madrid,Paris,False
CitizenPlane,15:55,18:00,$285,2h 05m,2024-05-19,Madrid,Paris,False
CitizenPlane,9:50,11:55,$285,2h 05m,2024-05-19,Madrid,Paris,False
"Air Europa, easyJet",6:35,11:15,$128,4h 40m,2024-05-19,Madrid,Paris,False
"Air Europa, Vueling",6:40,13:50,$125,7h 10m,2024-05-19,Madrid,Paris,False
Lufthansa,5:55,10:45,$197,4h 50m,2024-05-19,Madrid,Paris,False
"Iberia, Vueling",7:25,13:50,$145,6h 25m,2024-05-19,Madrid,Paris,False
easyJet,10:15,18:05,$147,7h 50m,2024-05-19,Madrid,Paris,False
Czech Airlines,13:55,19:25,$232,5h 30m,2024-05-19,Madrid,Paris,False
easyJet,10:00,14:20,$213,4h 20m,2024-05-19,Madrid,Paris,False
Smartwings,13:55,19:25,$233,5h 30m,2024-05-19,Madrid,Paris,False
"Iberia, Air Algerie",7:30,14:00,$178,6h 30m,2024-05-19,Madrid,Paris,False
"Wizz Air Malta, easyJet",13:55,19:00,$200,5h 05m,2024-05-19,Madrid,Paris,False
"Air Europa, easyJet",15:00,20:15,$213,5h 15m,2024-05-19,Madrid,Paris,False
"Wizz Air Malta, easyJet",13:55,20:55,$187,7h 00m,2024-05-19,Madrid,Paris,False
"Air Europa, easyJet",10:35,17:10,$201,6h 35m,2024-05-19,Madrid,Paris,False
"Iberia Express, easyJet",11:25,17:10,$224,5h 45m,2024-05-19,Madrid,Paris,False
"Iberia Express, easyJet",7:25,15:35,$159,8h 10m,2024-05-19,Madrid,Paris,False
"Iberia, easyJet",11:25,17:10,$228,5h 45m,2024-05-19,Madrid,Paris,False
ITA Airways,18:05,23:40,$304,5h 35m,2024-05-19,Madrid,Paris,False
"Vueling, easyJet",8:50,17:10,$165,8h 20m,2024-05-19,Madrid,Paris,False
ITA Airways,5:50,13:20,$194,7h 30m,2024-05-19,Madrid,Paris,False
"Volotea, SNCF",12:45,20:42,$183,7h 57m,2024-05-19,Madrid,Paris,False
ITA Airways,11:35,17:20,$304,5h 45m,2024-05-19,Madrid,Paris,False
Aegean Airlines,12:40,21:20,$203,8h 40m,2024-05-19,Madrid,Paris,False
British Airways,17:55,23:05,$316,5h 10m,2024-05-19,Madrid,Paris,False
"Iberia, easyJet",8:50,17:10,$156,8h 20m,2024-05-19,Madrid,Paris,False
Czech Airlines,8:45,14:15,$333,5h 30m,2024-05-19,Madrid,Paris,False
"Wizz Air Malta, easyJet",13:55,22:15,$194,8h 20m,2024-05-19,Madrid,Paris,False
Bulgaria Air,11:40,18:50,$276,7h 10m,2024-05-19,Madrid,Paris,False
British Airways,12:50,17:40,$346,4h 50m,2024-05-19,Madrid,Paris,False
British Airways,14:55,20:20,$339,5h 25m,2024-05-19,Madrid,Paris,False
KLM,6:00,10:50,$364,4h 50m,2024-05-19,Madrid,Paris,False
British Airways,15:45,23:05,$297,7h 20m,2024-05-19,Madrid,Paris,False
Lufthansa,17:05,22:55,$330,5h 50m,2024-05-19,Madrid,Paris,False
easyJet,9:40,18:30,$210,8h 50m,2024-05-19,Madrid,Paris,False
Norwegian,12:20,20:55,$241,8h 35m,2024-05-19,Madrid,Paris,False
British Airways,16:50,23:05,$316,6h 15m,2024-05-19,Madrid,Paris,False
British Airways,13:30,20:20,$295,6h 50m,2024-05-19,Madrid,Paris,False
"Iberia, British Airways",17:55,23:05,$365,5h 10m,2024-05-19,Madrid,Paris,False
"Air Europa, easyJet",15:00,21:30,$209,6h 30m,2024-05-19,Madrid,Paris,False
Lufthansa,18:20,23:30,$375,5h 10m,2024-05-19,Madrid,Paris,False
Lufthansa,13:00,17:45,$392,4h 45m,2024-05-19,Madrid,Paris,False
British Airways,9:10,16:15,$341,7h 05m,2024-05-19,Madrid,Paris,False
British Airways,10:40,16:15,$377,5h 35m,2024-05-19,Madrid,Paris,False
"Iberia, British Airways",16:50,23:05,$365,6h 15m,2024-05-19,Madrid,Paris,False
Lufthansa,13:00,18:35,$392,5h 35m,2024-05-19,Madrid,Paris,False
British Airways,8:00,16:15,$318,8h 15m,2024-05-19,Madrid,Paris,False
British Airways,9:10,17:40,$311,8h 30m,2024-05-19,Madrid,Paris,False
British Airways,10:40,17:40,$346,7h 00m,2024-05-19,Madrid,Paris,False
Lufthansa,7:15,13:45,$375,6h 30m,2024-05-19,Madrid,Paris,False
Lufthansa,11:50,19:45,$322,7h 55m,2024-05-19,Madrid,Paris,False
British Airways,8:50,16:15,$361,7h 25m,2024-05-19,Madrid,Paris,False
British Airways,14:55,23:05,$365,8h 10m,2024-05-19,Madrid,Paris,False
British Airways,8:00,13:15,$462,5h 15m,2024-05-19,Madrid,Paris,False
"Iberia, British Airways",10:40,17:40,$397,7h 00m,2024-05-19,Madrid,Paris,False
British Airways,7:00,13:15,$427,6h 15m,2024-05-19,Madrid,Paris,False
British Airways,8:50,17:40,$324,8h 50m,2024-05-19,Madrid,Paris,False
British Airways,12:50,20:20,$397,7h 30m,2024-05-19,Madrid,Paris,False
"Iberia, British Airways",9:10,17:40,$353,8h 30m,2024-05-19,Madrid,Paris,False
Lufthansa,13:00,21:25,$392,8h 25m,2024-05-19,Madrid,Paris,False
Iberia,15:55,18:00,$51,2h 05m,2024-06-19,Madrid,Paris,False
Iberia,21:40,23:45,$42,2h 05m,2024-06-19,Madrid,Paris,False
easyJet,20:45,22:50,$45,2h 05m,2024-06-19,Madrid,Paris,False
Iberia,9:50,11:55,$78,2h 05m,2024-06-19,Madrid,Paris,False
Air France,20:15,22:20,$197,2h 05m,2024-06-19,Madrid,Paris,False
easyJet,9:55,16:55,$92,7h 00m,2024-06-19,Madrid,Paris,False
British Airways,15:45,20:50,$146,5h 05m,2024-06-19,Madrid,Paris,False
KLM,6:00,10:50,$156,4h 50m,2024-06-19,Madrid,Paris,False
Vueling,9:25,20:05,$55,10h 40m,2024-06-19,Madrid,Paris,False
Air France,16:40,18:45,$255,2h 05m,2024-06-19,Madrid,Paris,False
Air France,10:05,12:10,$255,2h 05m,2024-06-19,Madrid,Paris,False
Air France,6:00,8:05,$259,2h 05m,2024-06-19,Madrid,Paris,False
easyJet,10:25,19:20,$122,8h 55m,2024-06-19,Madrid,Paris,False
easyJet,10:25,20:20,$128,9h 55m,2024-06-19,Madrid,Paris,False
ITA Airways,5:50,13:05,$194,7h 15m,2024-06-19,Madrid,Paris,False
British Airways,17:25,23:05,$137,5h 40m,2024-06-19,Madrid,Paris,False
easyJet,9:55,16:55,$92,7h 00m,2024-06-19,Madrid,Paris,False
"Vueling, easyJet",14:00,20:05,$107,6h 05m,2024-06-19,Madrid,Paris,False
British Airways,14:55,19:40,$170,4h 45m,2024-06-19,Madrid,Paris,False
"Air Europa, easyJet",10:35,17:10,$102,6h 35m,2024-06-19,Madrid,Paris,False
British Airways,17:55,23:05,$167,5h 10m,2024-06-19,Madrid,Paris,False
